,mcg,gvh,lip,chg,aac,alm1,alm2,class
383,0.7104187113660948,0.4233398763715034,1.0,0.604187113660948,0.4870788349945915,0.7470690204373364,0.7274779172461763,imL
384,0.7249455314130572,0.4698257005217829,1.0,0.7494553141305715,0.4551198308912743,0.6453812801085999,0.5705882607389827,imL
385,0.7347782271781236,0.5012903269699956,1.0,0.8477822717812362,0.43348790020812805,0.5765524097531346,0.4643951464762649,imL
386,0.7093103728828831,0.41979319322522624,1.0,0.5931037288288321,0.48951717965765695,0.7548273898198175,0.7394479728648614,imL
387,0.745385189206956,0.5352326054622593,1.0,0.9538518920695599,0.4101525837446968,0.5023036755513081,0.3498399565648753,imL
388,0.7184314852539198,0.44898075281254346,1.0,0.6843148525391982,0.4694507324413764,0.6909796032225612,0.640939959257666,imL
389,0.7112824472021253,0.42610383104680094,1.0,0.6128244720212528,0.48517861615532437,0.741022869585123,0.718149570217047,imL
390,0.7307015390613565,0.4882449249963407,1.0,0.8070153906135645,0.4424566140650158,0.6050892265705048,0.5084233781373503,imL
391,0.7434858290650812,0.5291546530082601,1.0,0.9348582906508127,0.41433117605682124,0.5155991965444311,0.37035304609712233,imL
392,0.7324718127923909,0.4939098009356509,1.0,0.8247181279239091,0.43856201185674004,0.5926973104532637,0.48930442184217826,imL
393,0.7171119464676964,0.4447582286966285,1.0,0.671119464676964,0.47235371777106794,0.7002163747261252,0.6551909781488788,imL
394,0.726727157597704,0.47552690431265277,1.0,0.7672715759770399,0.45120025328505126,0.632909896816072,0.551346697944797,imL
395,0.7310973861463306,0.4895116356682577,1.0,0.8109738614633053,0.44158575047807286,0.6023182969756862,0.5041482296196302,imL
396,0.7400356456071848,0.5181140659429915,1.0,0.9003564560718482,0.4219215796641934,0.5397504807497062,0.40761502744240397,imL
397,0.7043051548263748,0.4037764954443994,1.0,0.5430515482637481,0.5005286593819754,0.7898639162153762,0.793504327875152,imL
398,0.7348600941027281,0.5015523011287302,1.0,0.8486009410272818,0.433307792973998,0.5759793412809027,0.46351098369053567,imL
399,0.7246352955428977,0.4688329457372728,1.0,0.7463529554289774,0.45580234980562495,0.6475529311997157,0.5739388081367043,imL
400,0.7246827885241709,0.4689849232773471,1.0,0.7468278852417094,0.45569786524682393,0.6472204803308034,0.5734258839389538,imL
401,0.742131593087006,0.5248210978784192,1.0,0.92131593087006,0.4173104952085868,0.525078848390958,0.38497879466033513,imL
402,0.7444994394278845,0.5323982061692306,1.0,0.9449943942788455,0.41210123325865405,0.5085039240048081,0.35940605417884697,imL
403,0.729286264497007,0.48371604639042226,1.0,0.7928626449700695,0.4455702181065847,0.6149961485209513,0.5237083434323249,imL
404,0.7208091381074057,0.45658924194369804,1.0,0.7080913810740563,0.4642198961637076,0.6743360332481606,0.6152613084400193,imL
405,0.7441576476156083,0.5313044723699468,1.0,0.9415764761560836,0.4128531752456616,0.5108964666907414,0.3630974057514297,imL
406,0.7040004363135085,0.40280139620322736,1.0,0.5400043631350855,0.5011990401102812,0.7919969458054401,0.7967952878141077,imL
407,0.7102067086395355,0.4226614676465139,1.0,0.6020670863953559,0.4875452409930217,0.7485530395232509,0.7297675466930157,imL
408,0.7163709301144929,0.44238697636637764,1.0,0.66370930114493,0.4739839537481154,0.705403489198549,0.6631939547634755,imL
409,0.7133064498860436,0.4325806396353397,1.0,0.6330644988604366,0.480725810250704,0.7268548507976944,0.6962903412307284,imL
410,0.7229379021912593,0.4634012870120298,1.0,0.7293790219125931,0.4595366151792295,0.6594346846611847,0.5922706563343993,imL
411,0.7391131451185863,0.5151620643794762,1.0,0.891131451185863,0.42395108073911014,0.5462079841698958,0.41757803271926786,imL
412,0.7213722254818451,0.4583911215419044,1.0,0.7137222548184512,0.46298110393994074,0.6703944216270841,0.6091799647960726,imL
413,0.7401955441455359,0.5186257412657149,1.0,0.9019554414553589,0.42156980287982104,0.5386311909812487,0.4058881232282123,imL
414,0.7374148286329413,0.5097274516254121,1.0,0.8741482863294128,0.42768737700752923,0.5580961995694111,0.43591985076423423,imL
415,0.7268018543586883,0.47576593394780264,1.0,0.7680185435868833,0.4510359204108857,0.6323870194891816,0.550539972926166,imL
416,0.7050040119082951,0.4060128381065444,1.0,0.5500401190829514,0.49899117380175073,0.784971916641934,0.7859566713904125,imL
417,0.74121889206333,0.521900454602656,1.0,0.9121889206332998,0.41931843746067404,0.53146775555669,0.3948359657160361,imL
418,0.7161075022864007,0.4415440073164825,1.0,0.6610750228640079,0.4745634949699183,0.7072474839951944,0.6660389753068715,imL
419,0.7073984843954225,0.4136751500653523,1.0,0.5739848439542259,0.4937233343300703,0.7682106092320418,0.760096368529436,imL
420,0.7465560128032209,0.538979240970307,1.0,0.9655601280322094,0.40757677183291396,0.49410791037745344,0.33719506172521385,imL
421,0.7469487057670086,0.5402358584544273,1.0,0.9694870576700855,0.4067128473125812,0.4913590596309401,0.33295397771630764,imL
422,0.7170889283748116,0.44468457079939755,1.0,0.6708892837481173,0.4724043575754142,0.7003775013763179,0.6554395735520333,imL
423,0.7305352116414903,0.4877126772527691,1.0,0.8053521164149033,0.44282253438872127,0.6062535185095675,0.5102197142719043,imL
424,0.7223068245840493,0.4613818386689578,1.0,0.7230682458404931,0.4609249859150915,0.6638522279116548,0.5990862944922674,imL
425,0.7035594914635991,0.40139037268351724,1.0,0.5355949146359913,0.5021691187800819,0.795083559754806,0.8015574921931293,imL
426,0.7116573323016282,0.4273034633652103,1.0,0.616573323016282,0.48435386893641796,0.7383986738886026,0.7141008111424154,imL
427,0.7385668964064455,0.5134140685006257,1.0,0.8856689640644552,0.4251528279058199,0.5500317251548814,0.42347751881038836,imL
428,0.7203439399351625,0.4551006077925203,1.0,0.7034393993516259,0.46524333214264235,0.6775924204538619,0.620285448700244,imL
429,0.7466558702416705,0.5392987847733455,1.0,0.9665587024167044,0.40735708546832505,0.4934089083083069,0.33611660138995925,imL
430,0.7255914465196397,0.47189262886284705,1.0,0.7559144651963969,0.45369881765679265,0.640859874362522,0.5636123775878912,imL
431,0.7376322947297819,0.510423343135302,1.0,0.8763229472978188,0.4272089515944799,0.5565739368915268,0.43357121691835565,imL
432,0.7169038419195108,0.44409229414243484,1.0,0.6690384191951089,0.47281154777707607,0.7016731065634237,0.6574385072692824,imL
433,0.7489842097872812,0.5467494713192997,1.0,0.9898420978728114,0.4022347384679815,0.477110531489032,0.31097053429736365,imL
434,0.7486241867698891,0.5455973976636449,1.0,0.9862418676988902,0.4030267891062442,0.47963069261077684,0.31485878288519853,imL
435,0.7494861039132814,0.5483555325225007,1.0,0.9948610391328144,0.40113057139078084,0.4735972726070299,0.3055500777365604,imL
436,0.7247370156841472,0.469158450189271,1.0,0.7473701568414718,0.45557856549487624,0.6468408902109697,0.5728402306112104,imL
437,0.7437961240577907,0.5301475969849304,1.0,0.9379612405779075,0.4136485270728604,0.5134271315954647,0.3670018601758598,imL
438,0.7471230746422326,0.5407938388551444,1.0,0.9712307464223262,0.40632923578708824,0.4901384775043716,0.3310707938638876,imL
439,0.7139370762757833,0.4345986440825066,1.0,0.6393707627578331,0.47933843219327676,0.7224404660695168,0.6894795762215402,imL
440,0.7288978266734171,0.48247304535493485,1.0,0.7889782667341714,0.4464247813184823,0.61771521328608,0.5279034719270949,imL
441,0.7080139508420584,0.4156446426945871,1.0,0.5801395084205847,0.4923693081474714,0.7639023441055907,0.7534493309057686,imL
442,0.7334897673919052,0.49716725565409664,1.0,0.8348976739190519,0.4363225117378086,0.5855716282566636,0.47831051216742393,imL
443,0.7180519934911713,0.4477663791717484,1.0,0.6805199349117137,0.470285614319423,0.6936360455618004,0.6450384702953491,imL
444,0.7203981076498628,0.45527394447956115,1.0,0.7039810764986285,0.46512416317030175,0.6772132464509599,0.6197004373814811,imL
445,0.7236646598638939,0.46572691156446083,1.0,0.73664659863894,0.45793774829943323,0.654347380952742,0.5844216734699448,imL
446,0.7366711991133724,0.5073478371627917,1.0,0.8667119911337242,0.4293233619505807,0.5633016062063931,0.44395104957557785,imL
447,0.7138506994579816,0.4343222382655413,1.0,0.6385069945798163,0.4795284611924404,0.7230451037941286,0.6904124458537984,imL
448,0.7340032179170546,0.4988102973345748,1.0,0.8400321791705463,0.4351929205824798,0.5819774745806177,0.47276524649581003,imL
449,0.7334124573603599,0.4969198635531516,1.0,0.8341245736035987,0.4364925938072083,0.5861127984774809,0.4791454605081134,imL
450,0.7491851763800293,0.547392564416094,1.0,0.9918517638002935,0.40179261196393545,0.4757037653397945,0.30880009509568296,imL
451,0.7422050925570006,0.5250562961824019,1.0,0.9220509255700058,0.41714879637459873,0.524564352100996,0.3841850003843937,imL
452,0.7188639022724043,0.4503644872716938,1.0,0.6886390227240431,0.4684994150007105,0.6879526840931698,0.6362698554580334,imL
453,0.700481716840184,0.39154149388858916,1.0,0.504817168401841,0.508940222951595,0.8166279821187112,0.8347974581260117,imL
454,0.7460009660715845,0.5372030914290704,1.0,0.9600096607158448,0.40879787464251416,0.4979932374989086,0.3431895664268875,imL
455,0.7490596681411529,0.5469909380516893,1.0,0.9905966814115288,0.40206873008946364,0.47658232301192976,0.3101555840755488,imL
456,0.7304804776454499,0.48753752846543974,1.0,0.8048047764544992,0.4429429491800102,0.6066366564818506,0.5108108414291408,imL
457,0.7440342819310176,0.5309097021792563,1.0,0.9403428193101757,0.41312457975176137,0.511760026482877,0.3644297551450101,imL
458,0.7389745375780324,0.5147185202497039,1.0,0.8897453757803245,0.4242560173283286,0.5471782369537728,0.41907499415724947,imL
459,0.7038627667157386,0.40236085349036343,1.0,0.5386276671573856,0.5015019132253752,0.79296063298983,0.7982821194700235,imL
460,0.7393895206610307,0.5160464661152981,1.0,0.8938952066103067,0.4233430545457325,0.5442733553727852,0.41459317686086866,imL
461,0.7130096241668844,0.43163079733403004,1.0,0.6300962416688438,0.4813788268328544,0.7289326308318093,0.6994960589976487,imL
462,0.7485634013244641,0.5454028842382852,1.0,0.9856340132446413,0.40316051708617895,0.48005619072875105,0.31551526569578736,imL
463,0.7474396998982827,0.5418070396745047,1.0,0.9743969989828271,0.4056326602237781,0.487922100712021,0.3276512410985467,imL
464,0.7100929094188594,0.4222973101403501,1.0,0.6009290941885941,0.4877955992785093,0.7493496340679842,0.7309965782763184,imL
465,0.713954470189445,0.434654304606224,1.0,0.63954470189445,0.479300165583221,0.7223187086738849,0.689291721953994,imL
466,0.7150525228173017,0.4381680730153655,1.0,0.6505252281730171,0.4768844498019363,0.714632340278888,0.6774327535731415,imL
467,0.747725727638633,0.5427223284436254,1.0,0.9772572763863294,0.40500339919500755,0.4859199065295694,0.3245621415027642,imL
468,0.7178506047745681,0.447121935278618,1.0,0.6785060477456812,0.47072866949595016,0.6950457665780231,0.6472134684346643,imL
469,0.7008704885242222,0.3927855632775112,1.0,0.5087048852422223,0.5080849252467111,0.8139065803304443,0.8305987239383998,imL
470,0.7358354512824639,0.5046734441038843,1.0,0.8583545128246383,0.4311620071785796,0.5691518410227532,0.4529771261493906,imL
471,0.7390775319280796,0.5150481021698549,1.0,0.8907753192807962,0.42402942975822483,0.5464572765034426,0.41796265517674003,imL
472,0.7195230824397153,0.4524738638070892,1.0,0.6952308243971537,0.4670492186326262,0.6833384229219923,0.629150709651074,imL
473,0.710153524395936,0.42249127806699555,1.0,0.6015352439593611,0.48766224632894056,0.7489253292284472,0.73034193652389,imL
474,0.7033732810632769,0.4007944994024863,1.0,0.5337328106327697,0.5025787816607907,0.7963870325570612,0.8035685645166087,imL
475,0.7380327226586658,0.5117047125077308,1.0,0.8803272265866584,0.42632801015093513,0.553770941389339,0.4292465952864088,imL
476,0.7458161852156843,0.5110574882210335,0.48,0.5,0.5347356279447416,0.633655070673799,0.5583676295686315,imS
477,0.714027537599723,0.5052777341090405,0.48,0.5,0.5361805664727399,0.6683335953457568,0.621944924800554,imS
478,0.7411632450458375,0.5102114990992432,0.48,0.5,0.5349471252251893,0.6387310054045409,0.567673509908325,imS
479,0.6618016841666463,0.4957821243939357,0.48,0.5,0.5385544689015161,0.7253072536363858,0.7263966316667074,imS
480,0.6476524961630866,0.4932095447569248,0.48,0.5,0.5391976138107688,0.7407427314584509,0.7546950076738268,imS
481,0.7819706734255718,0.5176310315319221,0.48,0.5,0.5330922421170194,0.5942138108084671,0.48605865314885643,imS
482,0.8039165285834651,0.5216211870151755,0.48,0.5,0.5320947032462061,0.5702728779089472,0.4421669428330699,imS
483,0.7061631430394669,0.503847844188994,0.48,0.5,0.5365380389527515,0.6769129348660361,0.6376737139210661,imS
484,0.8115252628748135,0.5230045932499661,0.48,0.5,0.5317488516875085,0.5619724405002035,0.42694947425037294,imS
485,0.8187443420532202,0.5243171531005855,0.48,0.5,0.5314207117248536,0.5540970813964871,0.4125113158935596,imS
486,0.7458472592010751,0.5110631380365591,0.48,0.5,0.5347342154908603,0.6336211717806454,0.5583054815978499,imS
487,0.7283471549366787,0.507881300897578,0.48,0.5,0.5355296747756055,0.6527121946145323,0.5933056901266427,imS
488,0.6701292294725787,0.4972962235404689,0.48,0.5,0.5381759441148828,0.7162226587571868,0.7097415410548424,imS
489,0.6368770736226946,0.4912503770223081,0.48,0.5,0.539687405744423,0.7524977378661514,0.7762458527546108,imS
490,0.7724448008203121,0.5158990546946022,0.48,0.5,0.5335252363263495,0.6046056718323868,0.5051103983593758,imS
491,0.7117542735286342,0.5048644133688426,0.48,0.5,0.5362838966577894,0.6708135197869445,0.6264914529427316,imS
492,0.8386963388447686,0.527944788880867,0.48,0.5,0.5305138027797833,0.5323312667147979,0.37260732231046284,imS
493,0.7989770649931476,0.5207231027260268,0.48,0.5,0.5323192243184933,0.575661383643839,0.45204587001370483,imS
494,0.787734058369505,0.5186789197035464,0.48,0.5,0.5328302700741134,0.5879264817787218,0.4745318832609899,imS
495,0.8434925242284239,0.5288168225869861,0.48,0.5,0.5302957943532535,0.527099064478083,0.3630149515431521,imS
496,0.7027972720481868,0.5032358676451248,0.48,0.5,0.5366910330887188,0.6805847941292508,0.6444054559036263,imS
497,0.7791143407255117,0.5171116983137294,0.48,0.5,0.5332220754215676,0.5973298101176236,0.4917713185489767,imS
498,0.6922311648262129,0.5013147572411296,0.48,0.5,0.5371713106897176,0.6921114565532223,0.6655376703475742,imS
499,0.843002218119652,0.528727676021755,0.48,0.5,0.5303180809945613,0.5276339438694705,0.3639955637606958,imS
500,0.776432837461302,0.5166241522656912,0.48,0.5,0.5333439619335772,0.6002550864058525,0.4971343250773961,imS
501,0.8290038555685784,0.526182519194287,0.48,0.5,0.5309543702014283,0.5429048848342782,0.3919922888628433,imS
502,0.7508145778588762,0.511966286883432,0.48,0.5,0.534508428279142,0.6282022786994078,0.5483708442822477,imS
503,0.7474545724799007,0.5113553768145274,0.48,0.5,0.5346611557963682,0.6318677391128357,0.5550908550401987,imS
504,0.8047006463980219,0.5217637538905494,0.48,0.5,0.5320590615273627,0.5694174766567035,0.44059870720395633,imS
505,0.6525046778080075,0.4940917596014559,0.48,0.5,0.5389770600996361,0.7354494423912646,0.7449906443839851,imS
506,0.639721638736964,0.491767570679448,0.48,0.5,0.539558107330138,0.749394575923312,0.7705567225260721,imS
507,0.8081875794868729,0.522397741724886,0.48,0.5,0.5319005645687785,0.5656135496506841,0.43362484102625415,imS
508,0.6980148604929379,0.5023663382714433,0.48,0.5,0.5369084154321392,0.6858019703713404,0.6539702790141241,imS
509,0.6746844661723335,0.4981244483949697,0.48,0.5,0.5379688879012576,0.7112533096301816,0.700631067655333,imS
510,0.818091197754836,0.5241983995917884,0.48,0.5,0.5314504001020529,0.5548096024492698,0.413817604490328,imS
511,0.6785410414755628,0.4988256439046478,0.48,0.5,0.5377935890238381,0.7070461365721132,0.6929179170488744,imS
512,0.7428598614757139,0.5105199748137662,0.48,0.5,0.5348700062965585,0.6368801511174029,0.5642802770485721,imS
513,0.6818097610315321,0.49941995655118765,0.48,0.5,0.5376450108622031,0.7034802606928741,0.6863804779369358,imS
514,0.8103417913974054,0.5227894166177101,0.48,0.5,0.5318026458455725,0.5632635002937396,0.4293164172051893,imS
515,0.6594219825222495,0.4953494513676817,0.48,0.5,0.5386626371580796,0.7279032917939097,0.7311560349555011,imS
516,0.8412937849414397,0.5284170518075345,0.48,0.5,0.5303957370481164,0.529497689154793,0.3674124301171205,imS
517,0.8464974705978925,0.5293631764723441,0.48,0.5,0.530159205881914,0.5238209411659355,0.357005058804215,imS
518,0.7294055143527974,0.5080737298823268,0.48,0.5,0.5354815675294183,0.6515576207060392,0.5911889712944051,imS
519,0.6401916791851319,0.4918530325791149,0.48,0.5,0.5395367418552213,0.7488818045253107,0.7696166416297364,imS
520,0.648226784097489,0.493313960744998,0.48,0.5,0.5391715098137505,0.7401162355300119,0.753546431805022,imS
521,0.7432707001547538,0.5105946727554098,0.48,0.5,0.5348513318111476,0.6364319634675413,0.5634585996904923,imS
522,0.8219125494923828,0.5248931908167969,0.48,0.5,0.5312767022958008,0.5506408550992188,0.4061749010152344,imS
523,0.63795443511348,0.49144626092972366,0.48,0.5,0.5396384347675691,0.7513224344216582,0.7740911297730401,imS
524,0.7101340872614775,0.5045698340475414,0.48,0.5,0.5363575414881147,0.6725809957147517,0.6297318254770449,imS
525,0.6654459820796681,0.49644472401448514,0.48,0.5,0.5383888189963788,0.7213316559130893,0.7191080358406639,imS
526,0.8066679223112134,0.5221214404202207,0.48,0.5,0.5319696398949448,0.5672713574786763,0.43666415537757314,imS
527,0.6715620886916731,0.497556743398486,0.48,0.5,0.5381108141503785,0.7146595396090839,0.7068758226166538,imS
528,0.7256469032508608,0.5073903460456111,0.48,0.5,0.5356524134885973,0.6556579237263337,0.5987061934982785,imS
529,0.6328624243861778,0.49052044079748686,0.48,0.5,0.5398698898006283,0.7568773552150787,0.7842751512276445,imS
530,0.6895670265105162,0.5008303684564575,0.48,0.5,0.5372924078858856,0.6950177892612551,0.6708659469789677,imS
531,0.814835768973963,0.5236065034498115,0.48,0.5,0.5315983741375472,0.5583609793011312,0.42032846205207386,imS
532,0.7060498673663677,0.5038272486120668,0.48,0.5,0.5365431878469833,0.677036508327599,0.6379002652672647,imS
533,0.7882742860804092,0.5187771429237108,0.48,0.5,0.5328057142690723,0.5873371424577354,0.4734514278391816,imS
534,0.724126769189151,0.5071139580343911,0.48,0.5,0.5357215104914023,0.6573162517936535,0.6017464616216981,imS
535,0.7355831692463317,0.5091969398629694,0.48,0.5,0.5352007650342577,0.6448183608221836,0.5788336615073365,imS
536,0.7214574134937357,0.5066286206352247,0.48,0.5,0.5358428448411938,0.660228276188652,0.6070851730125285,imS
537,0.6405117204034313,0.49191122189153297,0.48,0.5,0.5395221945271168,0.7485326686508023,0.7689765591931375,imS
538,0.7128614410359342,0.5050657165519881,0.48,0.5,0.5362335708620031,0.6696057006880718,0.6242771179281315,imS
539,0.8426153051017099,0.5286573282003109,0.48,0.5,0.5303356679499223,0.5280560307981347,0.3647693897965802,imS
540,0.7489394229301394,0.5116253496236617,0.48,0.5,0.5345936625940846,0.6302479022580297,0.5521211541397213,imS
541,0.8206125992541149,0.524656836228021,0.48,0.5,0.5313357909429948,0.5520589826318747,0.40877480149177015,imS
542,0.69299365155184,0.5014533911912437,0.48,0.5,0.5371366522021891,0.6912796528525382,0.6640126968963201,imS
543,0.8085707672222654,0.5224674122222301,0.48,0.5,0.5318831469444425,0.5651955266666195,0.43285846555546914,imS
544,0.6520099487094981,0.4940018088562724,0.48,0.5,0.538999547785932,0.7359891468623657,0.7459801025810038,imS
545,0.7322462278896279,0.5085902232526596,0.48,0.5,0.5353524441868351,0.6484586604840423,0.5855075442207442,imS
546,0.7888353552477201,0.5188791554995855,0.48,0.5,0.5327802111251037,0.5867250670024873,0.4723292895045599,imS
547,0.668118421230635,0.49693062204193367,0.48,0.5,0.5382673444895166,0.7184162677483982,0.7137631575387299,imS
548,0.7052852127063733,0.5036882204920679,0.48,0.5,0.5365779448769831,0.6778706770475927,0.6394295745872532,imS
549,0.823622468343492,0.5252040851533621,0.48,0.5,0.5311989787116594,0.548775489079827,0.402755063313016,imS
550,0.694612358669209,0.5017477015762198,0.48,0.5,0.537063074605945,0.6895137905426811,0.660775282661582,imS
551,0.6423904934684556,0.49225281699426465,0.48,0.5,0.5394367957514339,0.7464830980344122,0.7652190130630889,imS
552,0.8361062948745698,0.5274738717953763,0.48,0.5,0.530631532051156,0.535156769227742,0.3777874102508604,imS
553,0.8259719903535757,0.5256312709733775,0.48,0.5,0.5310921822566557,0.5462123741597356,0.39805601929284845,imS
554,0.7136792932728065,0.5052144169586921,0.48,0.5,0.536196395760327,0.6687134982478474,0.622641413454387,imS
555,0.7266134979067191,0.5075660905284944,0.48,0.5,0.5356084773678764,0.6546034568290338,0.5967730041865618,imS
556,0.6933057847458349,0.5015101426810609,0.48,0.5,0.5371224643297348,0.6909391439136346,0.6633884305083302,imS
557,0.7860879563314231,0.5183796284238952,0.48,0.5,0.5329050928940262,0.5897222294566293,0.4778240873371537,imS
558,0.8079219232728988,0.5223494405950725,0.48,0.5,0.5319126398512319,0.565903356429565,0.4341561534542024,imS
559,0.7329954034016022,0.5087264369821095,0.48,0.5,0.5353183907544726,0.6476413781073431,0.5840091931967957,imS
560,0.6463960001082962,0.4929810909287811,0.48,0.5,0.5392547272678048,0.7421134544273132,0.7572079997834076,imS
561,0.8435498455883197,0.5288272446524218,0.48,0.5,0.5302931888368946,0.5270365320854694,0.36290030882336055,imS
562,0.8259475382396839,0.525626825134488,0.48,0.5,0.531093293716378,0.5462390491930721,0.3981049235206321,imS
563,0.6869726654680245,0.5003586664487317,0.48,0.5,0.5374103333878171,0.6978480013076097,0.6760546690639512,imS
564,0.8258629821363659,0.5256114512975211,0.48,0.5,0.5310971371756198,0.5463312922148735,0.39827403572726816,imS
565,0.8241963856652138,0.5253084337573116,0.48,0.5,0.5311728915606722,0.5481493974561304,0.4016072286695724,imS
566,0.6729181232305933,0.49780329513283517,0.48,0.5,0.5380491762167913,0.7131802292029891,0.7041637535388133,imS
567,0.6427856106616111,0.4923246564839293,0.48,0.5,0.5394188358790177,0.7460520610964242,0.7644287786767778,imS
568,0.8336921880527675,0.5270349432823214,0.48,0.5,0.5307412641794197,0.5377903403060718,0.38261562389446496,imS
569,0.7828107672621667,0.5177837758658485,0.48,0.5,0.533054056033538,0.5932973448049091,0.4843784654756667,imS
570,0.7879617652541114,0.518720320955293,0.48,0.5,0.5328199197611768,0.587678074268242,0.4740764694917771,imS
571,0.8308627165192426,0.5265204939125896,0.48,0.5,0.5308698765218527,0.5408770365244626,0.3882745669615148,imS
572,0.6598465718002313,0.49542664941822384,0.48,0.5,0.538643337645444,0.7274401034906568,0.7303068563995374,imS
573,0.637988209123835,0.4914524016588791,0.48,0.5,0.5396368995852803,0.7512855900467253,0.7740235817523299,imS
574,0.7594707245963177,0.5135401317447851,0.48,0.5,0.5341149670638038,0.6187592095312898,0.5310585508073646,imS
575,0.7004614336987116,0.5028111697634021,0.48,0.5,0.5367972075591495,0.6831329814195872,0.6490771326025767,imS
576,0.8230451295229152,0.5250991144587118,0.48,0.5,0.531225221385322,0.5494053132477289,0.4039097409541696,imS
577,0.778676169589738,0.5170320308344978,0.48,0.5,0.5332419922913756,0.5978078149930132,0.4926476608205241,imS
578,0.8009657644263588,0.5210846844411562,0.48,0.5,0.532228828889711,0.5734918933530632,0.44806847114728243,imS
579,0.7864641097835923,0.5184480199606532,0.48,0.5,0.5328879950098367,0.589311880236081,0.47707178043281534,imS
580,0.6660331951675372,0.4965514900304613,0.48,0.5,0.5383621274923847,0.7206910598172321,0.7179336096649256,imS
581,0.7708739677874368,0.5156134486886249,0.48,0.5,0.5335966378278438,0.6063193078682508,0.5082520644251265,imS
582,0.6350987246990054,0.4909270408543646,0.48,0.5,0.5397682397864089,0.7544377548738123,0.7798025506019891,imS
583,0.7748528507222522,0.5163368819495004,0.48,0.5,0.533415779512625,0.6019787083029976,0.5002942985554956,imS
584,0.8187262284104723,0.524313859710995,0.48,0.5,0.5314215350722513,0.5541168417340302,0.4125475431790554,imS
585,0.8069595589121298,0.5221744652567509,0.48,0.5,0.5319563836858123,0.5669532084594948,0.4360808821757403,imS
586,0.7868949923994635,0.5185263622544479,0.48,0.5,0.532868409436388,0.5888418264733125,0.476210015201073,imS
587,0.676495655389937,0.4984537555254431,0.48,0.5,0.5378865611186393,0.7092774668473415,0.697008689220126,imS
588,0.7248120753783389,0.507238559159698,0.48,0.5,0.5356903602100755,0.6565686450418121,0.6003758492433221,imS
589,0.6568482922688025,0.4948815076852368,0.48,0.5,0.5387796230786909,0.7307109538885791,0.7363034154623951,imS
590,0.7985655491738417,0.5206482816679713,0.48,0.5,0.5323379295830072,0.5761103099921727,0.45286890165231664,imS
591,0.7279248178515526,0.5078045123366459,0.48,0.5,0.5355488719158386,0.6531729259801244,0.5941503642968948,imS
592,0.6369825571370942,0.49126955584310805,0.48,0.5,0.539682611039223,0.7523826649413518,0.7760348857258117,imS
593,0.7926652292726609,0.5195754962313929,0.48,0.5,0.5326061259421518,0.5825470226116426,0.4646695414546781,imS
594,0.7041620311919385,0.5034840056712616,0.48,0.5,0.5366289985821846,0.6790959659724307,0.641675937616123,imS
595,0.7866905149701912,0.5184891845400348,0.48,0.5,0.5328777038649913,0.5890648927597915,0.4766189700596177,imS
596,0.7150523976472326,0.5054640722994969,0.48,0.5,0.5361339819251258,0.6672155662030189,0.6198952047055347,imS
597,0.8372689884315145,0.5276852706239118,0.48,0.5,0.5305786823440221,0.5338883762565295,0.37546202313697075,imS
598,0.7060331974639728,0.5038242177207223,0.48,0.5,0.5365439455698194,0.6770546936756661,0.6379336050720545,imS
599,0.6908202462308681,0.5010582265874306,0.48,0.5,0.5372354433531424,0.6936506404754166,0.6683595075382637,imS
600,0.7386564603845673,0.5097557200699213,0.48,0.5,0.5350610699825197,0.641465679580472,0.5726870792308651,imS
601,0.8489585624441935,0.5298106477171262,0.48,0.5,0.5300473380707185,0.5211361136972434,0.3520828751116128,imS
602,0.8432121945790364,0.5287658535598249,0.48,0.5,0.5303085366100438,0.5274048786410512,0.3635756108419271,imS
603,0.7402502000991881,0.5100454909271251,0.48,0.5,0.5349886272682187,0.6397270544372494,0.5694995998016239,imS
604,0.8418056303091964,0.5285101146016721,0.48,0.5,0.530372471349582,0.5289393123899675,0.36638873938160715,imS
605,0.748471987806977,0.5115403614194504,0.48,0.5,0.5346149096451375,0.6307578314832978,0.553056024386046,imS
606,0.7232434259132111,0.5069533501660384,0.48,0.5,0.5357616624584904,0.6582798990037697,0.6035131481735777,imS
607,0.8451555082035648,0.5291191833097391,0.48,0.5,0.5302202041725652,0.5252849001415657,0.35968898359287044,imS
608,0.6534814605310653,0.4942693564601937,0.48,0.5,0.5389326608849516,0.7343838612388379,0.7430370789378694,imS
609,0.7718311127067752,0.5157874750375955,0.48,0.5,0.5335531312406011,0.6052751497744271,0.5063377745864497,imS
610,0.6525549452166789,0.49410089913030525,0.48,0.5,0.5389747752174238,0.7353946052181685,0.7448901095666423,imS
611,0.8351288124238893,0.5272961477134345,0.48,0.5,0.5306759630716414,0.5362231137193936,0.3797423751522214,imS
612,0.6849362899151297,0.4999884163482054,0.48,0.5,0.5375028959129486,0.7000695019107676,0.6801274201697406,imS
613,0.6461764597771024,0.4929411745049277,0.48,0.5,0.5392647063737681,0.7423529529704338,0.7576470804457953,imS
614,0.6605205938078481,0.49554919887415416,0.48,0.5,0.5386127002814615,0.7267048067550749,0.7289588123843039,imS
615,0.6406095843255049,0.49192901533190997,0.48,0.5,0.5395177461670225,0.7484259080085401,0.7687808313489902,imS
616,0.7513152019072081,0.5564110559325149,1.0,0.5,0.3988765061434056,0.5433972360168713,0.06945163029524681,omL
617,0.6644912584178464,0.48730524494929217,1.0,0.5,0.5382034966328615,0.5626947550507079,0.35461048989858435,omL
