,mcg,gvh,lip,chg,aac,alm1,alm2,class
389,0.8341038292303563,0.3987268046124941,0.48,0.5,0.5566502200053681,0.71,0.74,im
390,0.4553330683125829,0.5402220455417219,0.48,0.5,0.5677775569271524,0.7197779544582781,0.7573334658437085,im
391,0.2483038532393298,0.48457596330983244,0.48,0.5,0.5854240366901675,0.8708480733803351,0.8808480733803351,im
392,0.44538859368801553,0.5107624108205449,0.48,0.5,0.440777187376031,0.4815469864743189,0.5500073882777431,im
393,0.4357950290582754,0.4,0.48,0.5,0.588692543587413,0.7471024854708623,0.7771024854708624,im
394,0.5083877871274599,0.3951633613823799,0.48,0.5,0.5845099158528604,0.6232244257450801,0.6732244257450801,im
395,0.30437581218740584,0.49859395304685145,0.48,0.5,0.5714060469531484,0.8428120939062971,0.8528120939062971,im
396,0.5019187962043559,0.3757563886130675,0.48,0.5,0.6427308341607976,0.6361624075912884,0.6861624075912883,im
397,0.5149894365234364,0.6283298121744788,0.48,0.5,0.4726680751302085,0.8636659624348958,0.8736659624348958,im
398,0.48871460590187715,0.41871460590187715,0.48,0.5,0.5274292118037543,0.8041393350793511,0.8189977586868598,im
399,0.8498163961550442,0.4615960715410974,0.48,0.5,0.48588983769302657,0.7119632792310088,0.7439265584620177,im
400,0.6488057964668379,0.5449256047108829,0.48,0.5,0.5806714970556982,0.6618657005888604,0.6693285029443018,im
401,0.12148820030200444,0.49214882003020044,0.48,0.5,0.4110744100151002,0.6635535399093987,0.22396733019630288,im
402,0.7302559240912215,0.48681895709190887,1.0,0.8025592409122151,0.4434369669993127,0.6082085313614494,0.5132360198148076,imL
403,0.7146744087359018,0.4369581079548861,1.0,0.6467440873590191,0.4777163007810158,0.7172791388486867,0.6815163856522594,imL
404,0.7492960088642457,0.5477472283655865,1.0,0.9929600886424578,0.40154878049865933,0.47492793795027954,0.3076031042661456,imL
405,0.7400578797955597,0.5181852153457912,1.0,0.9005787979555975,0.42187266444976856,0.5395948414310818,0.4073748982079548,imL
406,0.7144329023625675,0.436185287560216,1.0,0.644329023625675,0.4782476148023515,0.7189696834620274,0.684124654484271,imL
407,0.7395087770265603,0.5164280864849929,1.0,0.8950877702656028,0.4230806905415674,0.5434385608140779,0.4133052081131489,imL
408,0.7197020012609494,0.4530464040350382,1.0,0.6970200126094943,0.46665559722591127,0.6820859911733539,0.6272183863817462,imL
409,0.7036849560743326,0.4017918594378642,1.0,0.5368495607433255,0.5018930966364684,0.7942053074796721,0.8002024743972085,imL
410,0.7174461487249028,0.4458276759196889,1.0,0.6744614872490278,0.4716184728052139,0.6978769589256806,0.6515815937710501,imL
411,0.745747983777189,0.536393548087005,1.0,0.9574798377718904,0.40935443569018415,0.4997641135596767,0.3459217752063583,imL
412,0.70749807111051,0.4139938275536321,1.0,0.5749807111051004,0.49350424355687794,0.7675135022264297,0.7590208320064916,imL
413,0.7275274662930898,0.4780878921378875,1.0,0.7752746629308983,0.4494395741552024,0.6273077359483712,0.5427033640346298,imL
414,0.7452294941754795,0.5347343813615343,1.0,0.9522949417547943,0.41049511281394524,0.5033935407716439,0.3515214629048221,imL
415,0.7314590873900867,0.49066907964827744,1.0,0.8145908739008668,0.4407900077418093,0.5997863882693932,0.5002418561870638,imL
416,0.7334420626331803,0.4970146004261772,1.0,0.8344206263318037,0.43642746220700324,0.5859055615677374,0.47882572356165204,imL
417,0.7167038821691252,0.4434524229412006,1.0,0.6670388216912517,0.47325145922792466,0.7030728248161238,0.6595980725734483,imL
418,0.7295648893853863,0.48460764603323636,1.0,0.7956488938538635,0.44495724335215003,0.6130457743022955,0.5206991946378273,imL
419,0.7137360896495032,0.4339554868784103,1.0,0.6373608964950321,0.47978060277109297,0.7238473724534775,0.6916502317853653,imL
420,0.728062171292385,0.47979894813563223,1.0,0.7806217129238506,0.4482632231567529,0.6235648009533046,0.5369285500422414,imL
421,0.7308536562623105,0.48873170003939365,1.0,0.8085365626231051,0.4421219562229169,0.6040244061638265,0.5067805123670466,imL
422,0.7485856047694552,0.5454739352622566,1.0,0.9858560476945519,0.4031116695071986,0.47990076661381365,0.31527546848988386,imL
423,0.7075543087866958,0.4141737881174266,1.0,0.5755430878669581,0.49338052066926924,0.7671198384931293,0.7584134651036853,imL
424,0.7360864760582436,0.5054767233863797,1.0,0.8608647605824367,0.43060975267186397,0.5673946675922943,0.4502660585709684,imL
425,0.7117992459874477,0.4277575871598329,1.0,0.6179924598744779,0.48404165882761485,0.7374052780878655,0.7125681433355638,imL
426,0.7128034161380662,0.4309709316418119,1.0,0.6280341613806619,0.4818324844962544,0.7303760870335365,0.7017231057088851,imL
427,0.7020216794769215,0.39646937432614904,1.0,0.5202167947692157,0.5055523051507725,0.805848243661549,0.8181658616492471,imL
428,0.7355331444842894,0.503706062349726,1.0,0.8553314448428937,0.4318270821345634,0.5712679886099744,0.45624203956967474,imL
429,0.7055445410405915,0.407742531329893,1.0,0.5554454104059157,0.49780200971069855,0.781188212715859,0.780118956761611,imL
430,0.7219668250932885,0.46029384029852327,1.0,0.7196682509328851,0.4616729847947653,0.6662322243469805,0.6027582889924841,imL
431,0.7100859601167697,0.4222750723736634,1.0,0.6008596011676981,0.48781088774310644,0.7493982791826113,0.731071630738886,imL
432,0.705211820216324,0.4066778246922369,1.0,0.5521182021632403,0.49853399552408717,0.7835172584857317,0.7837123416637004,imL
433,0.7262314888408944,0.4739407642908622,1.0,0.7623148884089441,0.45229072455003233,0.6363795781137391,0.5566999205183403,imL
434,0.7281637785988192,0.48012409151622143,1.0,0.7816377859881918,0.4480396870825978,0.6228535498082657,0.5358311911327528,imL
435,0.7347758043213064,0.5012825738281804,1.0,0.8477580432130638,0.433493230493126,0.5765693697508554,0.4644213133298911,imL
436,0.7069665727202937,0.4122930327049401,1.0,0.5696657272029378,0.4946735400153537,0.7712339909579434,0.7647610146208271,imL
437,0.7197791310361091,0.4532932193155493,1.0,0.6977913103610913,0.4664859117205599,0.6815460827472359,0.6263853848100214,imL
438,0.7269920545650836,0.4763745746082677,1.0,0.7699205456508366,0.450617479956816,0.6310556180444143,0.5484858106970965,imL
439,0.7398469387632616,0.517510204042437,1.0,0.8984693876326153,0.42233673472082467,0.5410714286571693,0.4096530613567755,imL
440,0.7028573214721009,0.39914342871072306,1.0,0.5285732147210095,0.5037138927613779,0.7999987496952934,0.8091409281013098,imL
441,0.7200567266755732,0.45418152536183426,1.0,0.700567266755732,0.46587520131373894,0.6796029132709875,0.6233873519038095,imL
442,0.7152607533480148,0.43883441071364726,1.0,0.6526075334801478,0.4764263426343675,0.7131747265638966,0.6751838638414405,imL
443,0.7059766080492371,0.40912514575755876,1.0,0.5597660804923712,0.49685146229167837,0.7781637436553401,0.7754526330682392,imL
444,0.7312177024066896,0.48989664770140695,1.0,0.8121770240668966,0.44132105470528277,0.6014760831531724,0.5028488140077516,imL
445,0.7147816842918857,0.43730138973403426,1.0,0.647816842918857,0.47748029455785146,0.7165282099568,0.6803578096476344,imL
446,0.7052747129915135,0.4068790815728433,1.0,0.5527471299151353,0.49839563141867027,0.7830770090594052,0.7830330996916538,imL
447,0.7228267285241455,0.46304553127726567,1.0,0.7282672852414551,0.4597811972468799,0.6602129003309813,0.5934713319392284,imL
448,0.7109220218608416,0.4249504699546934,1.0,0.6092202186084168,0.4859715519061483,0.7435458469741082,0.7220421639029098,imL
449,0.7291745026064816,0.48335840834074145,1.0,0.7917450260648169,0.4458160942657403,0.6157784817546281,0.5249153718499977,imL
450,0.7441640129459434,0.531324841427019,1.0,0.9416401294594341,0.4128391715189245,0.5108519093783961,0.3630286601838111,imL
451,0.7162172510502637,0.44189520336084387,1.0,0.662172510502637,0.4743220476894199,0.7064792426481541,0.664853688657152,imL
452,0.7438956022649663,0.5304659272478923,1.0,0.9389560226496634,0.41342967501707406,0.5127307841452357,0.3659274955383636,imL
453,0.7178148919038487,0.447007654092316,1.0,0.6781489190384875,0.4708072378115328,0.6952957566730588,0.6475991674384335,imL
454,0.7046585779227122,0.40490744935267936,1.0,0.5465857792271229,0.49975112857003295,0.7873899545410139,0.7896873584347073,imL
455,0.7136066124692317,0.4335411599015417,1.0,0.6360661246923176,0.4800654525676901,0.7247537127153776,0.6930485853322969,imL
456,0.7176154939729319,0.44636958071338206,1.0,0.6761549397293188,0.4712459132595499,0.6966915421894768,0.6497526650923356,imL
457,0.7000260188497658,0.39008326031925056,1.0,0.5002601884976579,0.5099427585305153,0.8198178680516394,0.8397189964225295,imL
458,0.7176284428167085,0.4464110170134671,1.0,0.6762844281670846,0.47121742580324144,0.6966009002830408,0.6496128175795487,imL
459,0.7347609370920986,0.5012349986947154,1.0,0.8476093709209855,0.4335259383973832,0.5766734403553101,0.4645818794053357,imL
460,0.741767207342853,0.5236550634971293,1.0,0.9176720734285291,0.4181121438457236,0.5276295486000295,0.38891416069718854,imL
461,0.7232955290312278,0.4645456928999293,1.0,0.732955290312279,0.4587498361312986,0.6569312967814047,0.5884082864627387,imL
462,0.7257585014320508,0.4724272045825627,1.0,0.7575850143205084,0.45333129684948814,0.6396904899756441,0.561808184533851,imL
463,0.7153781983554864,0.43921023473755677,1.0,0.6537819835548648,0.47616796361792973,0.7123526115115946,0.673915457760746,imL
464,0.7365293833100739,0.5068940265922366,1.0,0.8652938331007393,0.42963535671783737,0.5642943168294825,0.4454826602512016,imL
465,0.7377937238876113,0.5109399164403562,1.0,0.8779372388761129,0.4268538074472552,0.5554439327867209,0.431827782013798,imL
466,0.7415854478913535,0.5230734332523311,1.0,0.9158544789135348,0.4185120146390224,0.5289018647605257,0.39087716277338247,imL
467,0.7109382109786535,0.42500227513169125,1.0,0.6093821097865351,0.48593593584696226,0.7434325231494254,0.721867321430542,imL
468,0.7279051001008671,0.47929632032277464,1.0,0.7790510010086706,0.4486087797780925,0.6246642992939305,0.5386249189106358,imL
469,0.729808191447098,0.4853862126307135,1.0,0.7980819144709796,0.4444219788163845,0.6113426598703142,0.5180715323713421,imL
470,0.703244612355449,0.40038275953743707,1.0,0.5324461235544908,0.502861852818012,0.7972877135118565,0.8049581865611499,imL
471,0.7126957706967172,0.4306264662294952,1.0,0.6269577069671723,0.48206930446722207,0.7311296051229793,0.7028856764754539,imL
472,0.71234380314193,0.42950017005417623,1.0,0.6234380314193007,0.4828436330877539,0.7335933780064895,0.7066869260671553,imL
473,0.7348152136419894,0.5014086836543662,1.0,0.8481521364198942,0.4334065299876233,0.5762935045060741,0.46399569266651425,imL
474,0.7143864705037779,0.4360367056120893,1.0,0.643864705037779,0.4783497648916886,0.7192947064735546,0.6846261185591986,imL
475,0.7074043464976699,0.413693908792544,1.0,0.5740434649766999,0.493710437705126,0.76816957451631,0.7600330578251641,imL
476,0.7001129757475528,0.3903615223921693,1.0,0.5011297574755291,0.5097514533553836,0.8192091697671295,0.8387798619264286,imL
477,0.7133390507137642,0.4326849622840456,1.0,0.6333905071376424,0.4806540884297187,0.7266266450036503,0.6959382522913461,imL
478,0.7488307477916326,0.5462583929332245,1.0,0.9883074779163264,0.4025723548584082,0.47818476545857147,0.3126279238503674,imL
479,0.7205518506659115,0.45576592213091704,1.0,0.7055185066591156,0.46478592853499456,0.6761370453386191,0.6180400128081551,imL
480,0.7483474633549726,0.5447118827359123,1.0,0.9834746335497258,0.40363558061906035,0.4815677565151919,0.3178473957662961,imL
481,0.7172535624013341,0.4452113996842693,1.0,0.6725356240133415,0.4720421627170649,0.6992250631906609,0.6536615260655911,imL
482,0.7182824327649318,0.4485037848477818,1.0,0.6828243276493181,0.46977864791715,0.6920229706454772,0.6425497261387365,imL
483,0.7340352725777384,0.49891287224876274,1.0,0.8403527257773834,0.43512240032897564,0.5817530919558316,0.47241905616042584,imL
484,0.7234532708341431,0.4650504666692582,1.0,0.7345327083414318,0.458402804164885,0.6558271041609978,0.5867046749912537,imL
485,0.7223891582286546,0.4616453063316947,1.0,0.7238915822865458,0.46074385189695993,0.6632758923994179,0.5981970911305304,imL
486,0.7223553455464335,0.46153710574858753,1.0,0.723553455464336,0.4608182397978461,0.6635125811749647,0.5985622680985171,imL
487,0.7203651638060303,0.45516852417929704,1.0,0.7036516380603033,0.4651966396267333,0.6774438533577877,0.6200562308948725,imL
488,0.7040426663166357,0.40293653221323444,1.0,0.5404266631663577,0.5011061341034013,0.7917013357835496,0.7963392037803337,imL
489,0.7315172771969297,0.49085528703017534,1.0,0.8151727719692978,0.4406619901667545,0.5993790596214915,0.4996134062731584,imL
490,0.7121079969138713,0.4287455901243882,1.0,0.621079969138713,0.48336240678948317,0.7352440216029009,0.70923363333019,imL
491,0.7401569878189947,0.5185023610207834,1.0,0.9015698781899479,0.4216546267982115,0.5389010852670364,0.4063045315548562,imL
492,0.7235150317223019,0.4652481015113662,1.0,0.7351503172230192,0.4582669302109358,0.6553947779438865,0.5860376573991393,imL
493,0.7491711570447421,0.5473477025431749,1.0,0.9917115704474215,0.4018234545015673,0.47580190068680495,0.3089515039167847,imL
494,0.7199412221222277,0.4538119107911285,1.0,0.6994122212222765,0.4661293113310992,0.6804114451444063,0.6246348010799413,imL
495,0.7408215936609692,0.5206290997151015,1.0,0.908215936609692,0.4201924939458678,0.5342488443732156,0.3991267884615326,imL
496,0.7399172562492276,0.5177352199975283,1.0,0.8991725624922755,0.42218203625169937,0.5405792062554071,0.4088936325083423,imL
497,0.7075358771982715,0.41411480703446873,1.0,0.5753587719827147,0.49342107016380277,0.7672488596120997,0.758612526258668,imL
498,0.7254099388370359,0.47131180427851505,1.0,0.7540993883703593,0.45409813455852094,0.6421304281407484,0.5655726605600119,imL
499,0.7347906403395441,0.5013300490865411,1.0,0.8479064033954409,0.433460591253003,0.5764655176231913,0.46426108433292373,imL
500,0.742917940240686,0.5273374087701952,1.0,0.9291794024068599,0.41558053147049084,0.519574418315198,0.3764862454005912,imL
501,0.7337020547399058,0.4978465751676985,1.0,0.8370205473990576,0.4358554795722073,0.5840856168206596,0.4760178088090178,imL
502,0.7389879476217226,0.5147614323895123,1.0,0.8898794762172259,0.42422651523221033,0.5470843666479419,0.4189301656853961,imL
503,0.7355574766219009,0.5037839251900829,1.0,0.855574766219009,0.43177355143181806,0.5710976636466938,0.4559792524834703,imL
504,0.7404750523069857,0.5195201673823545,1.0,0.9047505230698577,0.42095488492463135,0.5366746338510996,0.40286943508455364,imL
505,0.7174332993645864,0.4457865579666767,1.0,0.6743329936458646,0.4716467413979098,0.6979669044478947,0.651720366862466,imL
506,0.704808827554571,0.4053882481746273,1.0,0.5480882755457104,0.4994205793799437,0.7863382071180027,0.7880646624106328,imL
507,0.7470261632244802,0.5404837223183367,1.0,0.970261632244802,0.40654244090614355,0.49081685742863856,0.3321174371756138,imL
508,0.7198786010543761,0.45361152337400357,1.0,0.6987860105437611,0.46626707768037257,0.6808497926193672,0.6253111086127379,imL
509,0.725887567526374,0.47284021608439686,1.0,0.75887567526374,0.4530473514419772,0.638787027315382,0.5604142707151607,imL
510,0.7418855052953663,0.5240336169451725,1.0,0.918855052953664,0.41785188835019393,0.5268014629324351,0.38763654281004284,imL
511,0.716215494148036,0.44188958127371514,1.0,0.6621549414803596,0.4743259128743209,0.7064915409637482,0.6648726632012116,imL
512,0.7367608059620386,0.5076345790785236,1.0,0.8676080596203861,0.4291262268835151,0.5626743582657296,0.442983295609983,imL
513,0.7395464189631143,0.5165485406819659,1.0,0.8954641896311432,0.42299787828114854,0.5431750672581998,0.4128986751983654,imL
514,0.7270723986913783,0.47663167581241056,1.0,0.770723986913783,0.45044072287896775,0.6304932091603519,0.5476180941331144,imL
515,0.7347892199672541,0.5013255038952131,1.0,0.847892199672541,0.433463716072041,0.5764754602292212,0.46427642435365557,imL
516,0.738572498910135,0.5134319965124321,1.0,0.8857249891013501,0.42514050239770296,0.5499925076290548,0.4234170117705418,imL
517,0.7087477463547968,0.4179927883353498,1.0,0.587477463547968,0.490754958019447,0.7587657755164223,0.7455243393681944,imL
518,0.7008915828335281,0.39285306506729034,1.0,0.5089158283352821,0.5080385177662379,0.8137589201653024,0.8303709053978952,imL
519,0.7258317945635507,0.4726617426033623,1.0,0.7583179456355071,0.45317005196018845,0.6391774380551449,0.5610166187136523,imL
520,0.7130414587415204,0.43173266797286547,1.0,0.6304145874152045,0.481308790768655,0.7287097888093568,0.6991522455915791,imL
521,0.7001873150121037,0.3905994080387321,1.0,0.5018731501210378,0.5095879069733716,0.8186887949152735,0.8379769978692793,imL
522,0.7482709675644397,0.544467096206207,1.0,0.9827096756443968,0.4038038713582327,0.4821032270489222,0.3186735503040514,imL
523,0.7220853273196451,0.4606730474228644,1.0,0.7208532731964512,0.46141227989678074,0.6654027087624841,0.6014784649478326,imL
524,0.744131817159467,0.5312218149102944,1.0,0.9413181715946699,0.4129100022491726,0.5110772798837311,0.3633763746777565,imL
525,0.740564644582931,0.5198068626653793,1.0,0.9056464458293103,0.42075778191755175,0.5360474879194828,0.40190183850434485,imL
526,0.7360564323703909,0.505380583585251,1.0,0.8605643237039091,0.43067584878514004,0.5676049734072637,0.4505905303997782,imL
527,0.7350178914986385,0.5020572527956434,1.0,0.8501789149863856,0.43296063870299517,0.57487475950953,0.4618067718147034,imL
528,0.7423330571119153,0.525465782758129,1.0,0.923330571119153,0.41686727435378634,0.5236686002165929,0.3828029831913147,imL
529,0.7071837854060954,0.41298811329950524,1.0,0.5718378540609538,0.4941956721065902,0.7697135021573323,0.76241511761417,imL
530,0.7202254063561094,0.45472130033955044,1.0,0.702254063561095,0.4655041060165591,0.6784221555072334,0.6215656113540173,imL
531,0.744388504938048,0.5320432158017536,1.0,0.9438850493804799,0.4123452891362944,0.509280465433664,0.36060414666908164,imL
532,0.7425464224383757,0.5261485518028021,1.0,0.9254642243837563,0.41639787063557365,0.5221750429313705,0.3804986376655431,imL
533,0.7032182502889526,0.4002984009246484,1.0,0.5321825028895262,0.5029198493643042,0.7974722479773315,0.8052428968793117,imL
534,0.7107329674443028,0.42434549582176906,1.0,0.6073296744430282,0.4863874716225338,0.7448692278898802,0.7240839516015296,imL
535,0.7165505872642886,0.44296187924572344,1.0,0.6655058726428857,0.4735887080185652,0.70414588914998,0.6612536575456835,imL
536,0.7209656689281773,0.4570901405701673,1.0,0.7096566892817726,0.46387552835801005,0.673240317502759,0.6135707755756855,imL
537,0.7313858616719129,0.49043475735012115,1.0,0.8138586167191284,0.44095110432179174,0.60029896829661,0.5010326939433413,imL
538,0.702993327877111,0.39957864920675545,1.0,0.5299332787711108,0.5034146786703556,0.7990467048602223,0.8076720589272004,imL
539,0.7013168081622341,0.39421378611914926,1.0,0.5131680816223414,0.5071030220430849,0.810782342864361,0.8257784718478713,imL
540,0.7358039512631267,0.5045726440420055,1.0,0.8580395126312672,0.43123130722112124,0.569372341158113,0.45331732635823146,imL
541,0.7347318069827803,0.501141782344897,1.0,0.8473180698278033,0.4335900246378833,0.5768773511205376,0.46489648458597244,imL
542,0.7242806876793113,0.4676982005737963,1.0,0.7428068767931133,0.4565824871055151,0.6500351862448206,0.5777685730634377,imL
543,0.7631260660013747,0.5142047392729773,0.48,0.5,0.5339488151817557,0.6147715643621368,0.5237478679972507,imS
544,0.6945673984379683,0.5017395269887215,0.48,0.5,0.5370651182528197,0.6895628380676708,0.6608652031240633,imS
545,0.8469024390026814,0.5294368070913966,0.48,0.5,0.5301407982271509,0.5233791574516203,0.35619512199463715,imS
546,0.8062546711004629,0.5220463038364478,0.48,0.5,0.5319884240408881,0.5677221769813132,0.43749065779907426,imS
547,0.693504770395297,0.501546321890054,0.48,0.5,0.5371134195274865,0.690722068659676,0.662990459209406,imS
548,0.8038386189168653,0.5216070216212483,0.48,0.5,0.532098244594688,0.5703578702725107,0.4423227621662695,imS
549,0.7166888055481775,0.5057616010087596,0.48,0.5,0.5360595997478101,0.6654303939474427,0.6166223889036451,imS
550,0.6462138067270632,0.492947964859466,0.48,0.5,0.5392630087851336,0.7423122108432038,0.7575723865458736,imS
551,0.7067630543895722,0.5039569189799222,0.48,0.5,0.5365107702550195,0.6762584861204667,0.6364738912208556,imS
552,0.8312911286196317,0.5265983870217512,0.48,0.5,0.5308504032445622,0.5404096778694927,0.3874177427607364,imS
553,0.6629915128862441,0.49599845688840805,0.48,0.5,0.538500385777898,0.7240092586695519,0.7240169742275118,imS
554,0.7511208516895953,0.5120219730344718,0.48,0.5,0.5344945067413821,0.6278681617931688,0.5477582966208094,imS
555,0.8290097743721095,0.5261835953403836,0.48,0.5,0.5309541011649042,0.5428984279576987,0.39198045125578096,imS
556,0.7684199845163814,0.5151672699120694,0.48,0.5,0.5337081825219827,0.608996380527584,0.5131600309672372,imS
557,0.7771450755859935,0.5167536501065443,0.48,0.5,0.5333115874733639,0.5994780993607343,0.4957098488280128,imS
558,0.7034970815441507,0.5033631057353002,0.48,0.5,0.536659223566175,0.6798213655881993,0.6430058369116985,imS
559,0.7600855132957,0.5136519115083091,0.48,0.5,0.5340870221229228,0.6180885309501455,0.5298289734086001,imS
560,0.6904387944578141,0.5009888717196026,0.48,0.5,0.5372527820700994,0.6940667696823846,0.6691224110843718,imS
561,0.7534735536864943,0.5124497370339081,0.48,0.5,0.534387565741523,0.6253015777965517,0.5430528926270115,imS
562,0.7657560875541662,0.5146829250098485,0.48,0.5,0.5338292687475379,0.6119024499409096,0.5184878248916676,imS
563,0.8437766609856028,0.5288684838155642,0.48,0.5,0.5302828790461089,0.5267890971066151,0.3624466780287943,imS
564,0.6632389586614615,0.49604344702935665,0.48,0.5,0.5384891382426609,0.7237393178238601,0.723522082677077,imS
565,0.7887804946562721,0.518869180846595,0.48,0.5,0.5327827047883513,0.5867849149204305,0.4724390106874558,imS
566,0.6819166823447702,0.49943939678995825,0.48,0.5,0.5376401508025105,0.7033636192602506,0.6861666353104595,imS
567,0.6863350310074913,0.500242732910453,0.48,0.5,0.5374393167723868,0.6985436025372822,0.6773299379850175,imS
568,0.6388953896984549,0.49161734358153725,0.48,0.5,0.5395956641046157,0.7502959385107765,0.7722092206030903,imS
569,0.7863458357308732,0.5184265155874315,0.48,0.5,0.5328933711031422,0.589440906475411,0.47730832853825356,imS
570,0.6543959805786029,0.49443563283247327,0.48,0.5,0.5388910917918818,0.7333862030051604,0.7412080388427943,imS
571,0.7266540304104694,0.5075734600746308,0.48,0.5,0.5356066349813423,0.6545592395522152,0.5966919391790612,imS
572,0.6743782245137872,0.4980687680934158,0.48,0.5,0.5379828079766461,0.7115873914395049,0.7012435509724257,imS
573,0.6529320089518258,0.49416945617305924,0.48,0.5,0.5389576359567352,0.7349832629616446,0.7441359820963486,imS
574,0.7454185508999354,0.5109851910727156,0.48,0.5,0.5347537022318212,0.6340888535637068,0.5591628982001292,imS
575,0.7539206258348043,0.5125310228790554,0.48,0.5,0.5343672442802362,0.624813862725668,0.5421587483303911,imS
576,0.783013539013748,0.5178206434570451,0.48,0.5,0.5330448391357387,0.5930761392577294,0.4839729219725039,imS
577,0.6606529199692927,0.49557325817623504,0.48,0.5,0.5386066854559413,0.7265604509425898,0.7286941600614147,imS
578,0.7170281765588802,0.5058233048288873,0.48,0.5,0.5360441737927782,0.6650601710266761,0.6159436468822397,imS
579,0.7487650400863681,0.5115936436520669,0.48,0.5,0.5346015890869833,0.6304381380875985,0.5524699198272638,imS
580,0.8053265305583507,0.5218775510106093,0.48,0.5,0.5320306122473477,0.5687346939363447,0.4393469388832985,imS
581,0.6425722144772442,0.49228585717768075,0.48,0.5,0.5394285357055798,0.7462848569339154,0.7648555710455116,imS
582,0.718249597372522,0.5060453813404586,0.48,0.5,0.5359886546648854,0.6637277119572487,0.6135008052549559,imS
583,0.697147314731265,0.5022086026784118,0.48,0.5,0.5369478493303971,0.6867483839295291,0.65570537053747,imS
584,0.6562970754166433,0.4947812864393897,0.48,0.5,0.5388046783901526,0.7313122813636619,0.7374058491667135,imS
585,0.7673578905894345,0.5149741619253517,0.48,0.5,0.5337564595186621,0.6101550284478896,0.515284218821131,imS
586,0.6950394108842971,0.5018253474335086,0.48,0.5,0.5370436631416229,0.6890479153989486,0.6599211782314058,imS
587,0.6532087371626596,0.4942197703932108,0.48,0.5,0.5389450574016973,0.734681377640735,0.743582525674681,imS
588,0.7304376055062403,0.5082613828193164,0.48,0.5,0.5354346542951709,0.6504317030841016,0.5891247889875195,imS
589,0.6780568961877034,0.49873761748867335,0.48,0.5,0.5378155956278317,0.70757429506796,0.6938862076245933,imS
590,0.7583678114685194,0.5133396020851854,0.48,0.5,0.5341650994787037,0.6199623874888879,0.5332643770629611,imS
591,0.824321656962151,0.5253312103567548,0.48,0.5,0.5311671974108113,0.5480127378594717,0.4013566860756979,imS
592,0.7013559046211603,0.5029738008402109,0.48,0.5,0.5367565497899472,0.6821571949587343,0.6472881907576795,imS
593,0.8231406499658518,0.5251164818119731,0.48,0.5,0.5312208795470068,0.5493011091281617,0.40371870006829624,imS
594,0.7083855243769345,0.504251913523079,0.48,0.5,0.5364370216192302,0.674488518861526,0.6332289512461311,imS
595,0.6504977428599341,0.4937268623381698,0.48,0.5,0.5390682844154576,0.737638825970981,0.7490045142801318,imS
596,0.6898690948646198,0.5008852899753854,0.48,0.5,0.5372786775061537,0.6946882601476876,0.6702618102707605,imS
597,0.7075081734809003,0.5040923951783455,0.48,0.5,0.5364769012054137,0.675445628929927,0.6349836530381994,imS
598,0.6301144829389694,0.4900208150798126,0.48,0.5,0.5399947962300469,0.7598751095211242,0.7897710341220611,imS
599,0.7075651483935171,0.5041027542533668,0.48,0.5,0.5364743114366584,0.6753834744797994,0.6348697032129657,imS
600,0.7829481232052335,0.5178087496736788,0.48,0.5,0.5330478125815803,0.593147501957927,0.4841037535895328,imS
601,0.8137757123085528,0.5234137658742823,0.48,0.5,0.5316465585314294,0.559517404754306,0.4224485753828944,imS
602,0.7325003277374027,0.5086364232249824,0.48,0.5,0.5353408941937544,0.6481814606501061,0.5849993445251944,imS
603,0.7433374063010236,0.5106068011456407,0.48,0.5,0.5348482997135898,0.636359193126156,0.5633251873979526,imS
604,0.6976640727641406,0.5023025586843892,0.48,0.5,0.5369243603289028,0.6861846478936648,0.6546718544717189,imS
605,0.7907292865643253,0.5192235066480592,0.48,0.5,0.5326941233379853,0.5846589601116452,0.4685414268713495,imS
606,0.7962923851054897,0.5202349791100891,0.48,0.5,0.5324412552224778,0.5785901253394659,0.4574152297890206,imS
607,0.8129759707219553,0.5232683583130828,0.48,0.5,0.5316829104217293,0.5603898501215033,0.4240480585560894,imS
608,0.6781281283060755,0.4987505687829228,0.48,0.5,0.5378123578042693,0.7074965873024631,0.6937437433878492,imS
609,0.752782440443815,0.5123240800806936,0.48,0.5,0.5344189799798266,0.6260555195158382,0.5444351191123699,imS
610,0.761156042367231,0.5138465531576784,0.48,0.5,0.5340383617105804,0.6169206810539298,0.5276879152655379,imS
611,0.6442762943639759,0.49259568988435926,0.48,0.5,0.5393510775289102,0.7444258606938444,0.7614474112720482,imS
612,0.6858613910655559,0.5001566165573738,0.48,0.5,0.5374608458606566,0.6990603006557573,0.6782772178688884,imS
613,0.6843127338244923,0.49987504251354403,0.48,0.5,0.5375312393716141,0.7007497449187358,0.6813745323510155,imS
614,0.7831869400247534,0.5178521709135916,0.48,0.5,0.5330369572716022,0.5928869745184508,0.4836261199504931,imS
615,0.6933004702166228,0.5015091764030223,0.48,0.5,0.5371227058992445,0.690944941581866,0.6633990595667545,imS
616,0.662579124589748,0.495923477198136,0.48,0.5,0.5385191307004661,0.724459136811184,0.7248417508205041,imS
617,0.6304970932892328,0.49009038059804233,0.48,0.5,0.5399774048504895,0.7594577164117461,0.7890058134215345,imS
618,0.6886918231405627,0.5006712405710114,0.48,0.5,0.5373321898572472,0.6959725565739316,0.6726163537188746,imS
619,0.8448552902831836,0.5290645982333061,0.48,0.5,0.5302338504416735,0.5256124106001633,0.3602894194336327,imS
